clause_text,clause_label
"NEITHER PARTY SHALL BE LIABLE FOR ANY SPECIAL, INCIDENTAL, EXEMPLARY OR CONSEQUENTIAL DAMAGES OF ANY KIND (INCLUDING LOST PROFITS) REGARDLESS OF THE FORM OF ACTION, WHETHER IN CONTRACT, TORT, NEGLIGENCE, BREACH OF STATUTORY DUTY OR OTHERWISE, SUFFERED BY THE OTHER PARTY, EVEN IF THAT PARTY HAS BEEN INFORMED OF THE POSSIBILITY OF ANY SUCH DAMAGES IN ADVANCE. [***].",Cap On Liability
"Vericel shall be deemed to have accepted such shipment of Product as Conforming Product and any shortage in quantity if it does not provide Rejection Notice within [***] after receipt of delivery describing the reasons for such rejections in reasonable detail, provided, however, that such [***] period shall not apply to any Latent Defects, in which case Vericel shall notify MediWound of any such failure as soon as reasonably possible, but in any event within [***] after the Latent Defect is confirmed by Vericel and prior to expiration of the shelf-life for such Product.",Warranty Duration
"For the duration of this Agreement and for a period of [***] following its termination, each Party agrees to obtain and maintain, during the Term, commercial general liability insurance, including product liability insurance, with reputable and financially secure insurance carriers (or pursuant to a program of self-insurance reasonably satisfactory to the other Party) to cover its indemnification obligations under Section 7.1 or Section 7.2, as applicable, in each case with limits of not less than [***] per occurrence and in the aggregate. Insurance shall be procured with carriers having an A.M. Best Rating of A-VII or better.",Insurance
This Agreement shall be governed by and construed in accordance with the laws of England and Wales.,Governing Law
NCC may terminate this Agreement by giving 60 days written notice to the Owner and the Licensee. The Licensee may terminate this Agreement at any time by giving written notice to the Owner and NCC.,Termination For Convenience
"The Material shall be supplied with details of the following: 1 Details of the deposit: full name and version details, number of media items, media type and density, file or archive format, list or retrieval commands, archive hardware and operating system details. 2 Name and functionality of each module/application of the Material. 3 Names and versions of development tools etc. 4 Documentation describing the procedures for building / compiling / executing / using the software (technical notes, user guides). 5 Hardcopy directory listings of the contents of the media. 6 Name and contact details of employee(s) with knowledge of how to maintain and support the Material. The parties shall provide the medium on which the source code shall be supplied, which in default of agreement shall be such medium as the escrow agent NCC Escrow International Limited thinks fit. Subject to the provisions of Clauses 6.2 and 6.3, NCC shall release the Material to a duly authorised officer of the Licensee if at any time or times any of the following events or circumstances occur, arise or become apparent: 6.1.1 the Owner enters into any composition or arrangement with its creditors or (being a company) enters into liquidation whether compulsory or voluntary (other than for the purposes of solvent reconstruction or amalgamation) or has a receiver or administrative receiver appointed over all or any part of its assets or undertaking or a petition is presented for an Administration Order or (being an individual or partnership) becomes bankrupt, or an event occurs within the jurisdiction of the country in which the Owner is situated which has a similar effect to any of the above events in the United Kingdom; or 6.1.2 the Owner ceases to trade; or 6.1.3 the Owner assigns copyright in the Material and the assignee fails within 60 days of such assignment to offer the Licensee substantially similar protection to that provided by this Agreement without significantly increasing the cost to the Licensee; or 6.1.4 the Owner without legal justification, has defaulted to a material degree in any obligation to provide maintenance or modification of the Package under the Licence Agreement or any maintenance agreement entered into in connection with the Package and has failed to remedy such default notified by the Licensee to the Owner; or 6.1.5 coding of the Package is such that either the accuracy or the functionality or the performance of the Package is or becomes or is demonstrably likely to become significantly adversely affected by the entry or processing of data incorporating any date or dates whether prior or subsequent to or including 31 December 1999, including but not limited to any of the following: 6.1.5.1 the Package crashes at any time while processing any such data; 6.1.5.2. the Owner has warranted or represented that the Package is capable of accurately and correctly processing such data in accordance with the Package's current functional specification and the Licensee demonstrates that the Package is not so capable; 6.1.5.3 the Owner has undertaken or attempted to procure the Package to be so capable and the Licensee demonstrates that the Package is still not so capable; 6.1.5.4 no such warranty, representation, undertaking or attempt has been given or made and the Licensee demonstrates that the Package is not so capable. Storage Fee (payable if the source code exceeds one cubic foot) - -------------------------------------------------------------------------------- Annual liability fee payable (if appropriate) - -------------------------------------------------------------------------------- Release Fee (plus NCC's reasonable expenses) X - -------------------------------------------------------------------------------- ii Version 1: August 1997 (C) NCC Escrow International Limited 1997 STD001Y2K.UK [NCC Escrow International logo] SINGLE LICENSEE (UK) ESCROW 2000 - -------------------------------------------------------------------------------- ESCROW AGREEMENT: DATED: Between: (1) [-1] whose registered office is at [-2] (CRN: [-3]) (""the Owner""); (2) [-4] whose registered office is at [-5] (CRN: [-6]) (""the Licensee""); and (3) NCC ESCROW INTERNATIONAL LIMITED whose registered office is at Oxford House, Oxford Road, Manchester M1 7ED, England (CRN:3081952) (""NCC""). Preliminary: (A) The Licensee has been granted a licence to use a software package comprising computer programs. (B) Certain technical information and documentation describing the software package are the confidential property of the Owner and are required for understanding, maintaining and correcting the software package. (C) The Owner acknowledges that in certain circumstances the Licensee may require possession of the technical information and documentation held under this Agreement. (D) Each of the parties to this Agreement acknowledges that the considerations for their respective undertakings given under it are the undertakings given under it by each of the other parties. It is agreed that: 1 Definitions In this Agreement the following terms shall have the following meanings: 1.1 ""Full Verification Service"" means those bespoke tests agreed between the Licensee and NCC for the verification of the Material; 1.2 ""Intellectual Property Rights"" means copyright, trade secret, patent, and all other rights of a similar nature; 1.3 ""Licence Agreement"" means the licence granted to the Licensee for the Package; 1.4 ""Material"" means the source code of the Package comprising the latest technical information and documentation described in Schedules 1 and 2; 1.5 ""Package"" means the software package licensed to the Licensee under the Licence Agreement; and 1.6 ""Standard Verification Service"" means those tests detailed in the Standard Verification Service published by NCC from time to time. 2 Owner's Duties and Warranties 2.1 The Owner shall: 2.1.1 deliver a copy of the Material to NCC within 30 days of the date of this Agreement; 2.1.2 at all times ensure that the Material as delivered to NCC is capable of being used to generate the latest version of the Package issued to the Licensee and shall deliver further copies of the Material as and when necessary; 2.1.3 deliver to NCC a replacement copy of the Material within 12 months of the last delivery; 2.1.4 deliver a replacement copy of the Material within 14 days of receipt of a notice served upon it by NCC under the provisions of Clause 4.1.5; and 2.1.5 deliver with each deposit of the Material the information detailed in Schedule",Source Code Escrow
"NCC shall not be liable for any loss caused to the Owner or the Licensee either jointly or severally except for loss of or damage to the Material to the extent that such loss or damage is caused by the negligent acts or omissions of NCC, its employees, agents or sub-contractors and in such event NCC's total liability in respect of all claims arising under or by virtue of this Agreement shall not (except in the case of claims for personal injury or death) exceed the sum of (pounds)500,000. NCC shall in no circumstances be liable to the Owner or the Licensee for indirect or consequential loss of any nature whatsoever whether for loss of profit, loss of business or otherwise.",Cap On Liability
"If the Publishers exercise their right to renew, the term of the Services shall be extended by one further year, up to and including 28 February 2001. If the Publishers exercise their right of renewal under Clause 17.1, then the Publishers shall have a further right of renewal for each of the subsequent three years, provided that the right to renew shall be conditional upon the Publishers having exercised their right in the previous year, and giving notice on or before the 30 September before the renewal is to take effect.",Renewal Term
The parties hereby agree that this Agreement shall be construed in accordance with English law.,Governing Law
"The Publishers grant HealthGate an exclusive right to carry out the Services, with the exception that the Publishers shall honour current contracts with third parties and Publisher may publish and licence content themselves as long as it does not materially reduce HealthGate's revenue.",Competitive Restriction Exception
Publishers may not use either Proprietary Software or Source Code held in escrow to develop a product that competes with those services offered by HealthGate.,Non-Compete
"The Publishers grant HealthGate an exclusive right to carry out the Services, with the exception that the Publishers shall honour current contracts with third parties and Publisher may publish and licence content themselves as long as it does not materially reduce HealthGate's revenue.",Exclusivity
"If there is a change in Control of the first party, the second party may, entirely at their own option and without thereby becoming liable for any costs or losses which the first party or its holding company or any company in which it may hold shares may suffer as a result terminate the Agreement by notice in writing to first party.",Change Of Control
HealthGate shall not transfer or assign the whole or any part of this Agreement without the prior written consent of the Publishers.,Anti-Assignment
"Each party shall receive 30% of all advertising sales for advertising sales originated by the other party (provided, in the event that advertising is sold at rates less than fair market rates such 30% figure shall be equitably increased to reflect the fair market value of the advertising.",Revenue/Profit Sharing
"The Use Fees shall remain the same as in the Initial Period and the fee for the Services shall not exceed $7000 for additional journals, $2000 maintenance fee on existing journals and $2000 per Gigabyte.",Price Restrictions
"HealthGate hereby assigns all right, title and interest in and to the same to the Publishers. HealthGate hereby assign all present and future copyright in the Blackwell Specification to the Publishers.",Ip Ownership Assignment
"Publishers grant to HealthGate a perpetual, royalty-free licence to use the Specification. The Publishers grant to HealthGate a royalty-free licence for the purpose of testing, demonstrating, and evaluating the Site. HealthGate hereby grants to the Publishers a non-exclusive non-transferable licence to use the Proprietary Software for the purposes of this Agreement Save in relation to the Publishers' logos, trademarks, and content, HealthGate may use and/or licence the Proprietary Software for itself or for others without any compensation or liability to the Publishers. On termination of the provision of the Services by HealthGate to the Publishers for whatever reason, HealthGate shall at the Publishers' option: (i) grant to the Publishers a non-exclusive non-transferable licence to use the Proprietary Software for the purposes of using, developing, enhancing and maintaining the Site and carrying out any or all of the activities previously carried out by HealthGate or on its behalf under this Agreement (ii) exercise best endeavours to grant to the Publishers a non-exclusive non-transferable licence to use the Third Party Software for the Site when and to the extent requested by the Publishers. grant to the Publishers a non-exclusive non-transferable licence to use the Proprietary Software for the purposes of using, developing, enhancing and maintaining the Site and carrying out any or all of the activities previously carried out by HealthGate or on its behalf under this Agreement",License Grant
"HealthGate hereby grants to the Publishers a non-exclusive non-transferable licence to use the Proprietary Software for the purposes of this Agreement Save in relation to the Publishers' logos, trademarks, and content, HealthGate may use and/or licence the Proprietary Software for itself or for others without any compensation or liability to the Publishers. On termination of the provision of the Services by HealthGate to the Publishers for whatever reason, HealthGate shall at the Publishers' option: (i) grant to the Publishers a non-exclusive non-transferable licence to use the Proprietary Software for the purposes of using, developing, enhancing and maintaining the Site and carrying out any or all of the activities previously carried out by HealthGate or on its behalf under this Agreement (ii) exercise best endeavours to grant to the Publishers a non-exclusive non-transferable licence to use the Third Party Software for the Site when and to the extent requested by the Publishers.",Non-Transferable License
"Publishers grant to HealthGate a perpetual, royalty-free licence to use the Specification.",Irrevocable Or Perpetual License
"HealthGate and the Publishers shall enter and maintain in force the Escrow Agreement for such period as the Publishers require. Upon Acceptance as provided in Clause 9.2 HealthGate shall deliver into escrow the source code, source listings and information for the Proprietary Software included in the System in accordance with the terms of the Escrow Agreement. Whenever a new version of the Proprietary Software is used for the Site, HealthGate will promptly deposit a new version of the source code and the operational documentation for that version under the same Escrow Agreement, and notify the Publishers in writing that the deposit has been made. If no new version has been deposited in any 6 month period, HealthGate will deposit a replacement copy of the then current version of the source code of the Proprietary Software under the Escrow Agreement and will notify the Publishers in writing.",Source Code Escrow
"Providing reasonable training for personnel of the Publishers in the performance of the Services then being transitioned to the Publishers or such successor provider of Services. Upon termination of this Agreement and for a period of six (6) months thereafter, the Publishers will have the following rights and obligations: 33.1. Commencing upon any notice of termination by the Publishers, HealthGate will comply with the Publishers' reasonable directions, and will provide to the Publishers any and all termination assistance reasonably requested by the Publishers to allow the Services to continue and to facilitate the orderly transfer of responsibility for the Services to the Publishers or a successor provider of Services designated by the Publishers. The termination assistance to be provided to the Publishers by HealthGate may include the following: 33.1.1. Continuing to perform, for a reasonable period (as determined by the Publishers) of up to six (6) months following the termination date, any or all of the Services then being performed by HealthGate. Developing, together with the Publishers, a plan for the orderly transition of Services (""Transition Plan"") then being performed by HealthGate from HealthGate to the Publishers or such successor provider of Services. HealthGate will liaise with the Publishers, making available for such purposes such HealthGate liaison staff as the Publishers may reasonably require, and acting in all good faith, to ensure a mutually satisfactory license to the Publishers or, at the Publishers' option, to a replacement contractor. On termination of the provision of the Services by HealthGate to the Publishers for whatever reason, HealthGate shall at the Publishers' option: (i) grant to the Publishers a non-exclusive non-transferable licence to use the Proprietary Software for the purposes of using, developing, enhancing and maintaining the Site and carrying out any or all of the activities previously carried out by HealthGate or on its behalf under this Agreement (ii) exercise best endeavours to grant to the Publishers a non-exclusive non-transferable licence to use the Third Party Software for the Site when and to the extent requested by the Publishers. The period of liaison will commence as soon as notice has been given of termination of this Agreement, and will continue for a maximum period of 3 months after termination; HealthGate agrees that at the time of termination of this Agreement, it will render all assistance, provide all documentation and undertake all actions to the extent necessary to effect an orderly assumption of the Services by the Publishers or, at the Publishers' option, by a replacement contractor; If HealthGate is then using any Equipment leased or owned by the Publishers to provide services to any third party, HealthGate may continue to use that Equipment for that purpose until such time as HealthGate can reasonably transition to other equipment.",Post-Termination Services
"HealthGate shall make available for the Publishers and/or the Publishers' auditors inspection all records relating to the fees and to the Services provided pursuant to this Agreement. HealthGate shall allow the Publishers and/or their auditors access to any site used by HealthGate as a backup facility, if HealthGate can secure the rights for the Publishers and/or their auditors to enter the backup facility. During the Term of this Agreement, HealthGate shall accommodate one employee or representative of Publishers at HealthGate's office for the purpose of reviewing and understanding the operation of the Site. The Publishers and/or their auditors, at no expense to HealthGate, and upon twenty (20)Business Days' written notice to HealthGate, shall have the right to conduct a system backup and disaster recovery audit with regard to the Services provided pursuant to this Agreement. The Publishers and/or their respective independent auditors, at no expense to HealthGate, and upon twenty (20) Business Days' written notice to HealthGate, shall have the right to conduct an operational audit pertaining to the fees and the Services rendered pursuant to this Agreement, including but not limited to having HealthGate process through any system test data supplied by the Publishers and/or their respective auditors, operate audit software on any system or download Publishers' Content and/or usage statistics to a computer designated by the Publishers, and/or their respective auditors.",Audit Rights
"Except in respect of personal injury or death caused by the negligence of either party (for which by law no limit applies), in the event either party shall be liable to the other party on account of the performance or nonperformance of its respective obligations under this Agreement, whether arising by negligence, wilful misconduct or otherwise, the amount recoverable by the other party for all events, acts or omissions shall not exceed, in the aggregate, an amount equal to payments made under this Agreement.",Cap On Liability
"Such sums of money will be paid by HealthGate to the Publishers not as a penalty but as and for the ascertained and liquidated damages owing and payable by HealthGate to the Publishers by reason of such failure to meet the System Completion Date. If HealthGate fails to complete the System development by the System Completion Date, unless such failure results from the Publishers' default in performing its obligations under this Agreement or from an extension of time agreed in writing, the Publishers may in their discretion notify HealthGate accordingly, and if such failure is not remedied within 28 calendar days, HealthGate, recognising the loss caused to the Publishers, will on demand from the Publishers pay to the Publishers a sum calculated at the rate of 1% of the value of the contract in respect of every 28 days which elapse from the System Completion Date to the actual date of completion of the System. Such sums of money will be paid by HealthGate to the Publishers not as a penalty but as and for the ascertained and liquidated damages owing and payable by HealthGate to the Publishers by reason of such failure to meet the System Completion Date.",Liquidated Damages
"This Development Agreement shall be governed by and construed in accordance with the laws of the State of Minnesota, United States of America, disregarding its conflicts of law rules.",Governing Law
"Notwithstanding the above, Bioamber shall be permitted to evaluate other biocatalysts, but shall not undertake development of such biocatalysts.",Competitive Restriction Exception
"This restriction shall apply to any succinic acid biocatalyst other than E. coli, be it a biocatalyst developed in-house, licensed-in, or under development at a third party lab that is funded by Bioamber or to which Bioamber has secured a future right or right of first refusal through direct payment, in kind contribution, grant, gift, differed payment or commitment to a future payment. Bioamber will not itself or with or through third parties engage in the development of biocatalysts other than E. coli for the production of succinic acid or salts thereof, except for the development activities under the terms and conditions of this Development Agreement.",Non-Compete
"Bioamber hereby grants Cargill, and Cargill hereby accepts, an exclusive, worldwide, royalty-free license with an unlimited right to sublicense under and to Bioamber Improvements for use outside the Field during the term of this Development Agreement Cargill hereby grants Bioamber, and Bioamber hereby accepts, an exclusive, royalty-free license to Cargill Improvements and Joint Improvements for use in the Field during the term of this Development Agreement with a reservation of right for Cargill to practice such Cargill Improvements and Joint Improvements for use in the field of succinic acid and salts thereof during the term of this Development Agreement.",Exclusivity
"Cargill shall have the first option to prepare, file, prosecute, and maintain patent applications and issued/granted patents on Bioamber Improvements and Joint Improvements, which option may be waived in whole or in part.",Rofr/Rofo/Rofn
Neither Party shall assign this Development Agreement or the obligations contained herein without the express written consent of the other Party.,Anti-Assignment
"In the event Milestone 3 is achieved, Cargill will provide up to [***] to assist in a successful transfer of the Modified CB1 technology to Bioamber in order to allow subsequent scale-up at the same FTE rate set forth in Section 2.2. In addition to the payment in Section 2.1, Bioamber shall pay Cargill a total of [***] U.S. Dollars ($[***] per year per full-time equivalent (FTE) person to perform the Work Plan, and Cargill will make available up to [***] FTE persons per year to perform the work as outlined in the Work Plan.",Volume Restriction
"In the event it is not clear as to ownership of any Improvement as described in this Section 5.2, in other words, if it is not clear whether an invention or discovery is either a Bioamber Improvement or a Cargill Improvement, such Improvement shall be [***] and such Improvement shall be designated ""Joint Improvements"".",Joint Ip Ownership
"Bioamber hereby grants Cargill, and Cargill hereby accepts, an exclusive, worldwide, royalty-free license with an unlimited right to sublicense under and to Bioamber Improvements for use outside the Field during the term of this Development Agreement. In the event Cargill (i) is unable to achieve a given milestone described in Section 2.3 by the Target Date, or (ii) terminates this Agreement pursuant to Section 10.2, Bioamber shall have the option to obtain a license during the term of this Development Agreement to the patent applications and patents listed in Exhibit B (including any continuations, continued prosecutions, continuations- in-part, reissues, reexaminations, divisions or substitutions thereof) (collectively ""Licensed Patents""), the tool kit listed in Exhibit C (""Licensed Tool Kit""), and Cargill Improvements if any (as defined in Section 5.2 below), for research use only and for additional monetary consideration (""Research License""). Cargill shall also grant a commercial license to Bioamber for Cargill Improvements and Joint Improvements under the terms and conditions of Exhibit D. Cargill hereby grants Bioamber, and Bioamber hereby accepts, an exclusive, royalty-free license to Cargill Improvements and Joint Improvements for use in the Field during the term of this Development Agreement with a reservation of right for Cargill to practice such Cargill Improvements and Joint Improvements for use in the field of succinic acid and salts thereof during the term of this Development Agreement.",License Grant
"Bioamber hereby grants Cargill, and Cargill hereby accepts, an exclusive, worldwide, royalty-free license with an unlimited right to sublicense under and to Bioamber Improvements for use outside the Field during the term of this Development Agreement. The Research License shall be provided to Bioamber only, with no rights to sublicense and with no ""have made"" rights.",Non-Transferable License
"Bioamber hereby grants Cargill, and Cargill hereby accepts, an exclusive, worldwide, royalty-free license with an unlimited right to sublicense under and to Bioamber Improvements for use outside the Field during the term of this Development Agreement. Such use shall be for research purposes only.",Unlimited/All-You-Can-Eat-License
"Such audit shall occur once per year during reasonable business hours by an independent third party agreed to by both parties, who shall be under obligations of confidentiality. Bioamber shall have the right to audit Cargill time sheets from time to time.",Audit Rights
"Bioamber and Cargill agree to waive any and all claims against each other for consequential, punitive, incidental, special, or other forms of ""exemplary"" losses whether arising in contract, warranty, tort (including negligence), strict liability, or otherwise, including any losses relating to lost use, lost profits, lost business, damage to reputation, or lost or diminished financing unless such claims are based on a Party's gross negligence or willful misconduct.",Cap On Liability
"During the initial one year period beginning on the Amendment Date, Distributor shall be the only distributor appointed by NETGEAR in [*], subject to Distributor conducting mutually agreed to marketing activities as described in the Marketing Plan for [*] to be developed and agreed to by and between the parties and which shall be attached to and made a part of this Agreement as Exhibit 4a.",Exclusivity
This Agreement will be in effect for one year from the Effective Date and will automatically renew for successive one (1) year periods unless terminated as provided below.,Renewal Term
"This Agreement, including its attachment and order acknowledgments under the Agreement, constitutes the entire agreement between Distributor and NETGEAR with respect to the purchase, resale and distribution of the Products and is governed by the laws of the State of California except that body of law dealing with conflicts of law.",Governing Law
"NETGEAR's agreement not to appoint additional distributors of NETGEAR Products in the Territory during the [*] of this Agreement is predicated upon Distributor performing the mutually agreed upon activities included in the Marketing Plan attached as Exhibit 4. Distributor shall be the only distributor appointed by NETGEAR in the Territory, subject to Distributor conducting mutually agreed to marketing activities as described in the Marketing Plan to be developed and agreed to by and between the parties and which shall be attached to and made a part of this Agreement as Exhibit 4.",Exclusivity
Distributor may not sell or license Products directly to end use customers without the express written consent of NETGEAR.,No-Solicit Of Customers
"This Agreement may be terminated at any time without cause by either party upon ninety (90) days written notice to the other party. This Agreement may be canceled at any time without cause, by either party upon ninety (90) days written notice to the other party.",Termination For Convenience
"This Agreement may not be assigned by either party without prior written permission from the other party, which permission shall not be unreasonably withheld or delayed. Any attempt by either party to assign any right, or delegate any duty or obligation which arises under the Agreement without such permission will be voidable. Any attempt by either party to assign any right, or delegate any duty or obligation which arises under the Agreement without such permission will be voidable.",Anti-Assignment
"Products must be ordered in the minimum and/or standard lot size quantities specified in the Price Schedule. Orders for less than minimum or non-standard lot size quantities of any Product may, at NETGEAR's discretion, be rejected.",Minimum Commitment
"The total value of the returned Products shall not exceed [*] of the Net Shipments invoiced by NETGEAR for all Products, [*], during the [*] immediately preceding each of the above dates.",Volume Restriction
"Solely for this purpose, NETGEAR and Bay Networks grant Distributor a non-exclusive, royalty-free, limited right to use the Trademarks.",License Grant
"From time to time, but not more than twice per year, NETGEAR may request access to information about the Distributor's business reasonably required to insure that Distributor is in compliance with the terms of this Agreement and the Distributor will grant the right for a NETGEAR representative to visit the Distributor's place of business during normal business hours at a mutually agreed upon time to examine such information. NETGEAR or its representative, at NETGEAR's cost may review these records during normal business hours for the sole purpose of determining Distributor's compliance with this Agreement.",Audit Rights
"EXCEPT FOR DAMAGES ARISING FROM BREACH OF SECTIONS 6.C AND 12,13 OR 17, IN NO EVENT WELL DISTRIBUTOR's TOTAL LIABILITY FOR ANY DAMAGES IN ANY ACTION BASED ON OR ARISING OUT OF OR IN CONNECTION WITH THE AGREEMENT EXCEED THE [*] TO NETGEAR PURSUANT TO THE AGREEMENT. EXCEPT FOR DAMAGES ARISING UNDER SECTIONS 14.A AND 16.A, IN NO EVENT WILL NETGEAR's OR BAY NETWORKS' TOTAL LIABILITY FOR ANY DAMAGES IN ANY ACTION BASED ON OR ARISING OUT OF OR IN CONNECTION WITH THE AGREEMENT EXCEED THE [*] TO NETGEAR PURSUANT TO THE AGREEMENT.",Uncapped Liability
"Under no circumstances INGRAM NETGEAR Distributor AGREEMENT 9 083096 is NETGEAR liable for any third-party claims except for those described in this section and in the section entitled CLAIMS OF INFRINGEMENT. EXCEPT FOR DAMAGES ARISING UNDER SECTIONS 14.A AND 16.A, IN NO EVENT WILL NETGEAR's OR BAY NETWORKS' TOTAL LIABILITY FOR ANY DAMAGES IN ANY ACTION BASED ON OR ARISING OUT OF OR IN CONNECTION WITH THE AGREEMENT EXCEED THE [*] TO NETGEAR PURSUANT TO THE AGREEMENT. THE FOREGOING WARRANTIES AND LIMITATIONS ARE EXCLUSIVE REMEDIES AND ARE IN LIEU OF ALL OTHER WARRANTIES EXPRESS OR IMPLIED, INCLUDING WITHOUT ANY LIMITATION WARRANTY OF MERCHANTABILITY OR FITNESS FOR A PARTICULAR PURPOSE. End-users' exclusive remedy is to receive replacement Product from reseller and NETGEAR's sole obligation and liability under this warranty is to issue an off-setting credit to reseller for Product returned by reseller on behalf of its end-user because of defects in workmanship or material. IN NO EVENT WILL EITHER PARTY OR THEIR RESPECTIVE PARENT CORPORATIONS OR SUPPLIERS BE LIABLE FOR (1) THE COST OF SUBSTITUTE PROCUREMENT, SPECIAL, INDIRECT, INCIDENTAL, OR CONSEQUENTIAL DAMAGES, OR (2) ANY DAMAGES RESULTING FROM INACCURATE OR LOST DATA OR LOSS OF USE OR PROFITS ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT, THE FURNISHING OF SERVICES, OR THE USE OR PERFORMANCE OF PRODUCTS, EVEN IF INFORMED OF SUCH DAMAGES. Except as expressly agreed in writing between the parties, no party is liable to the other for any dollar amounts, costs or damages by reason of the expiration or earlier termination of the Agreement. EXCEPT FOR DAMAGES ARISING FROM BREACH OF SECTIONS 6.C AND 12,13 OR 17, IN NO EVENT WELL DISTRIBUTOR's TOTAL LIABILITY FOR ANY DAMAGES IN ANY ACTION BASED ON OR ARISING OUT OF OR IN CONNECTION WITH THE AGREEMENT EXCEED THE [*] TO NETGEAR PURSUANT TO THE AGREEMENT. NETGEAR has no liability for any settlement or compromise made without its prior written consent. Under no circumstances If any item of Software fails to so perform during its warranty period, as the sole remedy NETGEAR of NETGEAR's supplier will at its discretion provide a suitable fix, patch or workaround for the problem which may be included in a future revision of the Software.",Cap On Liability
"Distributor may return previously purchased Products for replacement by an equal or greater value of different Products, under the following conditions: a) Distributor may return Products only within the [*] period following [*] of each year. The warranty period for each Product is specified in the Price List that is in effect on the date NETGEAR receives Distributor's order, and shall apply regardless of any extended warranty period which Distributor may choose to provide to its customers. NETGEAR warrants to the end-user that each item of Software, as delivered or updated by NETGEAR and properly installed and operated on the Hardware or other equipment it is originally licensed for, will function substantially as described in its then-current user documentation during its respective warranty period. If any item of Software fails to so perform during its warranty period, as the sole remedy NETGEAR of NETGEAR's supplier will at its discretion provide a suitable fix, patch or workaround for the problem which may be included in a future revision of the Software. NETGEAR reserves the right to change a warranty period for a specific Product but only for orders placed after the effective date of such change, provided that the minimum warranty period for all Products is ninety days, except for those Products specifically identified in the Price List as provided "" AS IS"" with no warranties. NETGEAR warrants to end-user that each item of Hardware will be free from defects in workmanship and materials for its respective warranty period which begins on the date of purchase by the end user. Should a Product fail within this warranty period, Distributor shall replace such defective Product from Distributor's inventory and accept return of the failed Product from Distributor's customer. Should a Product fail within this warranty period, Distributor shall replace such defective Product from Distributor's inventory and accept return of the failed Product from Distributor's customer. End-users' exclusive remedy is to receive replacement Product from reseller and NETGEAR's sole obligation and liability under this warranty is to issue an off-setting credit to reseller for Product returned by reseller on behalf of its end-user because of defects in workmanship or material.",Warranty Duration
"NETGEAR, at its expense, agrees to maintain insurance coverage to protect against its liabilities under the Agreement in an amount no less than is reasonable or required by applicable statute. This insurance will include (a) worker's compensation insurance, (b) comprehensive general liability insurance, including coverage for product liability, bodily injury and property damage, and (c) automobile liability insurance. Upon Distributor's written request, NETGEAR will furnish the applicable certificate of insurance.",Insurance
"Upon the expiration of such term, this Agreement will renew automatically for successive terms of one (1) year each unless either party to this Agreement delivers written notice of termination to the other party to this Agreement at least sixty (60) days prior to the end of the original or any renewal term.",Renewal Term
"Licensor and Licensee do hereby agree that this Amendment shall effect a change in the nature of the distributorship granted to Licensee pursuant to the Distributor Agreement from a non-exclusive to an exclusive distributorship (provided, however, that with respect to Licensor's Partitioned Database Facility product, Licensor also may license such product to International Business Machines Corporation for sublicensing and distribution). Any and all references in the Distributor Agreement to the rights granted to Licensee as non-exclusive rights are hereby amended to provide that such rights are<omitted>exclusive rights (including without limitation such references in Sections 2.1",Exclusivity
