clause_text,clause_label
"The Company further agrees to provide and maintain, at its own expense, a policy of Directors and Officers Insurance with limits no less than $25,000,000 and within thirty (30) days from the date hereof, the Company will submit to Nantz Communications a fully paid policy or certificate of insurance naming Nantz as an insured party, requiring that the insurer shall not terminate or materially modify such without written notice to Nantz Communications at least twenty (20) days in advance hereof The Company agrees to provide and maintain, at its own expense, advertising and product liability insurance each with limits no less than $5,000,000 and within thirty (30) days from the date hereof, the Company will submit to Nantz Communications a fully paid policy or certificate of insurance naming Nantz Communications and Nantz as insured parties, requiring that the insurer shall not terminate or materially modify such without written notice to Nantz Communications at least twenty (20) days in advance thereof.",Insurance
This Agreement shall be governed by the laws of the Province of Ontario and the federal laws of Canada applicable therein.,Governing Law
"In consideration of the fees paid by Sponsor as set out herein, Charity Tunes agrees that during the period beginning October 1, 2009 and ending March 31, 2010, Charity Tunes shall not enable another program sponsorship for all competitive products/product categories distributed/sold within the total Canadian consumer/retail/wholesale market place, inclusive of: - Total Frozen Handhelds - Total Corporation General Mills Handhelds - Total Pizza Pops Handhelds / total Pillsbury Mini Pizzas - Total Corporation McCain Foods Handhelds - Total Pizza Pockets / total McCain Mini Pizzas - Total Corporation Heinz Handhelds - Total Heinz Hot bites (Bagel Bites and Taco Bites) / total Anchor Poppers - Total Corporation Schneider Foods Handhelds - Total Hot Stuffs / total Lean Stuffs - Total Resers Burritos - Total Corp les Plats du Chef Handhelds - Total Hinsdale Farms Corndogs",Exclusivity
This Agreement may not be assigned by either party hereto without the written consent of the other but shall be binding upon the successors of the parties.,Anti-Assignment
"The total number of Pin Codes to be distributed as prizes in the Promotion shall not exceed: (i) 277,760 Pin Codes containing three (3) music downloads per Pin Code ; (ii) 130,300 Pin Codes containing five (5) music downloads per Pin Code; and (iii) 27,900 Pin Codes containing seven (7) music downloads per Pin Code. Such a consumer wil l be entitled to visit a custom interactive landing page at the CharityTunes.com website to enter the unique code and consumer's valid email address to receive downloads up to a maximum of either three (3), five (5), or seven (7) free MP3 song downloads having a retail value of $1.29 per song or less. The distribution limits stated above are the maximum number of Pin Codes that may be distributed in the Promotion. No Designated Sponsor Product shall contain more than 1 Pin Code per pack.",Volume Restriction
This Agreement is governed by English law and the parties submit to the exclusive jurisdiction of the English courts in relation to any dispute (contractual or non-contractual) concerning this Agreement save that either party may apply to any court for an injunction or other relief to protect its Intellectual Property Rights.,Governing Law
"[ * ] expected to experience, or [ * ] is experiencing, such Change of Control shall notify [ * ] in writing of this before or within [ * ] after the Change of Control. For the avoidance of doubt, if following [ * ] there is a transfer of shareholding or interests in Distributor to any existing or new shareholder(s) which results in any person or persons subsequently gaining Control of Distributor, then Google may exercise its right to terminate in accordance with this clause 5.4. [ * ] may terminate this Agreement immediately upon written notice if there is a Change of Control of [ * ]. In this Clause the term ""Control"" shall mean the possession by any person(s) directly or indirectly of the power to direct or cause the direction of another person and ""Change of Control"" is to be construed accordingly. For the avoidance of doubt, a Change of Control shall be deemed an assignment hereunder unless [ * ] does not exercise its [ * ].",Change Of Control
[ * ] may [ * ]any of its rights or obligations under this Agreement without the prior written consent of [ * ].,Anti-Assignment
"Subject to the terms and conditions of this Agreement, Google grants to Distributor a limited, [ * ] license during the Term to use the Google Trademarks, in accordance with Google's trademark usage guidelines, solely to market and promote the Products consistent with this Agreement, provided that all use of the Google Trademarks shall be subject to Google's prior review and advance written consent. Subject to the terms and conditions of this Agreement, Google grants to Distributor a [* ] license during the Term to: (a) bundle the Distribution Products, in machine-readable binary code format only, solely with Distributor App(s); (b) distribute Bundles directly (or indirectly, subject to Clause 2.2 (Third Party Distribution)) to End Users in the Territory; (c) when indicated by the applicable Criteria Checker and requested by the End User in accordance with clause 3.2 (Form of Distribution Offering), install the Chrome Browser or the Google Toolbar (as applicable) on the End User's system using the Google Installers; and (d) reproduce (or have reproduced by Third Party Distributors as defined in Clause 2.2 (Third Party Distribution)), the Distribution Products to the extent necessary to exercise the rights granted in (a), (b) and (c).",License Grant
"During the Term, and for a period of [ * ] thereafter, Google may audit Distributor's relevant records to confirm Distributor's compliance with this Agreement.",Audit Rights
"Subject to Clauses 9.1 and 9.2, each party's total liability under or in connection with this Agreement (whether in contract, tort or otherwise) arising in any Contract Year is limited to the greater of: (a) [ * ] Euros ([ * ] Euros); and (b) [ * ]% of the total payment due to the Distributor in the relevant Contract Year pursuant to Clause 4 (Payment Terms). Nothing in this Agreement shall exclude or limit either party's liability under Clause 10 (Indemnities), or Distributor's liability under Clause 2 (License Grants and Restrictions), Clause 3.5 (Exclusivity), Clause 3.6 (End User License Agreement) and Clause 3.7 (Accurate Reproduction) or Clause [ * ]. Subject to Clauses 9.1 and 9.2, neither party shall be liable under this Agreement (whether in contract, tort or otherwise) for any: (a) loss of anticipated savings; (b) loss of business opportunity (which for the avoidance of doubt shall not include loss of advertising revenue); (c) loss of or corruption of data; (d) loss or damage resulting from third party claims; or (e) indirect or consequential losses; suffered or incurred by the other party (whether or not such losses were within the contemplation of the parties at the date of this Agreement). Nothing in this Agreement shall exclude or limit either party's liability for: (a) death or personal injury resulting from the negligence of either party or their servants, agents or employees; (b) fraud or fraudulent misrepresentation;<omitted>(c) breach of any implied condition as to title or quiet enjoyment; and (d) misuse of confidential information.",Uncapped Liability
"Notwithstanding anything to the contrary, in no event shall the [ * ] paid or payable to Distributor by Google pursuant to Clause 4.1 (Payments) exceed the [ * ]. The foregoing Clauses 10.1 to 10.5 states the parties' entire liability and exclusive remedy with respect to infringement of a third party's Intellectual Property Rights. Subject to Clauses 9.1 and 9.2, neither party shall be liable under this Agreement (whether in contract, tort or otherwise) for any: (a) loss of anticipated savings; (b) loss of business opportunity (which for the avoidance of doubt shall not include loss of advertising revenue); (c) loss of or corruption of data; (d) loss or damage resulting from third party claims; or (e) indirect or consequential losses; suffered or incurred by the other party (whether or not such losses were within the contemplation of the parties at the date of this Agreement). Subject to Clauses 9.1 and 9.2, each party's total liability under or in connection with this Agreement (whether in contract, tort or otherwise) arising in any Contract Year is limited to the greater of: (a) [ * ] Euros ([ * ] Euros); and (b) [ * ]% of the total payment due to the Distributor in the relevant Contract Year pursuant to Clause 4 (Payment Terms).",Cap On Liability
Google warrants that the Distribution Products will for a period of [ * ] from the date of their supply to Distributor be free from any defect which has a materially adverse effect on their use or operation.,Warranty Duration
This term shall be extended for a 1 year period provided 3000 pagers per month are distributed to Purchase customers.,Renewal Term
"This Agreement will be governed by and construed in accordance with the laws of the State of California, exclusive of conflicts of law principles, and will, to the maximum extent practicable, be deemed to call for performance in Los Angeles County, California.",Governing Law
"PageMaster Corporation shall not engage in the same or similar promotion with any other On-Line Casinos from June 1, 1999 through June 1, 2000. Go Call shall not engage in the same or similar promotions during the Term of this Agreement with any other entity providing paging services, equipment or other related products and services.",Exclusivity
PageMaster Corporation will pay Go Call $3.00 per pager (beginning with pager # 1) and 5% of all airtime renewal revenue for each pager redeemed for this promotion consistent with the terms of paragraph 6b of this Agreement.,Revenue/Profit Sharing
"PageMaster Corporation shall provide a minimum of 100,000 up to 500,000 pagers for the fulfillment of this promotion to all Purchase Customers who prepay their annual airtime.",Minimum Commitment
"PageMaster Corporation shall provide a minimum of 100,000 up to 500,000 pagers for the fulfillment of this promotion to all Purchase Customers who prepay their annual airtime.",Volume Restriction
"Such examination shall be made at the regular place of business of PageMaster Corporation where such books and records are maintained during normal business hours and shall be conducted at Go Call's expense by a certified public accountant or other Go Call executive so designated by Go Call. Go Call, upon ten (10) days written notice, shall have the right to examine the books and records of PageMaster Corporation to verify the sales resulting from this promotion.",Audit Rights
PageMaster Corporations' liability shall in no event exceed an amount equivalent to the amounts received by PageMaster Corporation hereunder.,Cap On Liability
The parties desire to resolve disputes arising out of this Agreement without litigation.,Covenant Not To Sue
"The Joint Venturers declare that in entering into this Agreement, they have contracted with reference to the laws of the Commonwealth of Pennsylvania, and the construction and interpretation of the terms and provisions of this Agreement shall be interpreted and construed under the laws of the Commonwealth of Pennsylvania, except in such cases and to such extent as the laws of another jurisdiction shall necessarily control.",Governing Law
"No Joint Venturer shall be authorized or empowered to mortgage, hypothecate, pledge, sell, or transfer, an interest in the Joint Venture, nor confer on any successor or assignee the right to become a Joint Venturer without the consent of the other Joint Venturer.",Anti-Assignment
"Division of Income and Losses. All income and credits, and all losses and deductions shall be owned and shared among the Joint Venturers as follows: 50% to Collectible Concepts Group, Inc. 50% to Pivotal Self Service Tech, Inc.",Revenue/Profit Sharing
"All books and records of every kind and character, of the Joint Venture, and other information, shall be kept at the principal office of the Joint Venture, or at such other place or places as may be agreed upon by the Joint Venturers, and shall be fully available to each Joint Venturer or his duly authorized representative, all at reasonable times. If requested by a Joint Venturer, the Joint Venture books and records shall be audited as of the close of each year by an independent accountant acceptable to both Joint Venturers.",Audit Rights
"This Agreement shall be governed by, and construed in accordance with the laws of Taiwan.",Governing Law
Neither Party shall assign any rights or obligations provided herein without the prior written consent of the other Party.,Anti-Assignment
"The term of this Agreement is twelve (12) months from the date hereof, and will be automatically renewed for one (1) additional twelve month period unless either party shall notify the other in writing of its intention not to renew.",Renewal Term
This Agreement is entered into in the State of Texas and shall be interpreted according to the laws of the State of Texas.,Governing Law
This Agreement may also be terminated by either party upon ninety (90) days written notice.,Termination For Convenience
This Agreement shall not be assignable by either party without the prior written consent of the other party.,Anti-Assignment
"For any Product or Solution sold to any perspective clients introduced by Bravatek registered with COMPANY via email to COMPANY's CEO and delivered through Bravatek or a COMPANY-designated distribution affiliate(s) or sales channel(s), Bravatek will receive a lead-finder fee, to be mutually discussed and finally decided by COMPANY at the range of minimum of 10% to maximum of 20% of project revenue, with an exact fee to be depending upon the overall project sales margin and cost of development and delivery of each project, payable NET 30 days after each client payment on delivered products received at COMPANY's bank account.",Revenue/Profit Sharing
"For any Product or Solution sold to any perspective clients introduced by Bravatek registered with COMPANY via email to COMPANY's CEO and delivered through Bravatek or a COMPANY-designated distribution affiliate(s) or sales channel(s), Bravatek will receive a lead-finder fee, to be mutually discussed and finally decided by COMPANY at the range of minimum of 10% to maximum of 20% of project revenue, with an exact fee to be depending upon the overall project sales margin and cost of development and delivery of each project, payable NET 30 days after each client payment on delivered products received at COMPANY's bank account.",Minimum Commitment
"Except to the extent governed by the Federal Arbitration Act or other federal law, this Agreement and all claims arising from the relationship between Hyatt (and/or any of its Affiliates) and Playa (and/or any of its Affiliates) under this Agreement will be governed by the laws of the State of Illinois (U.S.A.), without regard to its conflict of laws rules, except that any Illinois law or any other law regulating the offer or sale of franchises, business opportunities, or similar interests, or governing the relationship between a franchisor and a franchisee or any similar relationship, will not apply unless its jurisdictional requirements are met independently without reference to this Section 4.",Governing Law
"If the Receiving Party declines its right of first offer with respect to any Development Opportunity, or fails to notify the Offering Party of its decision within the ten (10) business-day period described above, or if Hyatt's affiliate or Playa's affiliate (as applicable) fails to acquire the Development Property within the sixty (60)-day period described above, then the right of first offer with respect to that Development Opportunity shall expire, and the Offering Party thereafter may acquire, develop and/or operate (and/or grant any other person or entity the right to acquire, develop and/or operate) an all-inclusive resort or other business on the Development Property without any restriction under this Agreement, subject to any restrictions under any Existing Franchise Agreement or other agreement between Hyatt (or its affiliate) and Playa (or its affiliate). The Receiving Party will have ten (10) business days after receiving the Offer Notice to notify the Offering Party whether the Receiving Party exercises its right of first offer for that Development Opportunity. If the Offering Party is required to offer the Receiving Party a Development Opportunity pursuant to this Section 1, the Offering Party must deliver written notice to the Receiving Party, together with reasonable due diligence information in the Offering Party's possession to enable the Receiving Party to evaluate the Development Opportunity (collectively, the ""Offer Notice""). During the period beginning on the Effective Date and ending on December 31, 2018 (the ""Development Term""), each Party (the ""Offering Party"") agrees to provide to the other Party (the ""Receiving Party"") a right of first offer with respect to any proposed offer or arrangement, which the Offering Party (or its affiliate) desires to accept, under which the Offering Party or one of its affiliates would acquire the ownership of real property in the Market Area (the ""Development Property"") on which a Hyatt All-Inclusive Resort would operate (a ""Development Opportunity""). If a third party (who is not an affiliate of Hyatt) approaches Hyatt during the Development Term with a proposed offer or arrangement, which Hyatt desires to accept, under which the third party would operate a Hyatt All-Inclusive Resort in the Market Area, and if that third party has not then already designated a management company to operate that Hyatt All-Inclusive Resort, then Hyatt agrees to provide notice to Playa and introduce Playa to that third party for purposes of enabling Playa (at its option) to negotiate for the opportunity to manage that Hyatt All-Inclusive Resort for that third party. If the Receiving Party and exercises its right of first offer hereunder, and: (a) if the Receiving Party is Playa, then Playa (or its affiliate) and Hyatt's affiliate shall negotiate in good faith the terms of a management agreement and related documents under which Playa (or its affiliate) would manage a Hyatt All-Inclusive Resort on the Development Property (subject to a franchise agreement between Hyatt and the affiliate of Hyatt that would own the Development Property), provided that Hyatt's affiliate acquires the Development Property on terms acceptable to it within sixty (60) days after delivery of the Offer Notice, and (b) if the Receiving Party is Hyatt, then Playa or its affiliate shall negotiate in good faith the terms of a franchise agreement and related documents for the operation (and, if applicable, development) of the Hyatt All-Inclusive Resort on the Development Property, provided that Playa's affiliate acquires the Development Property on terms acceptable to it within sixty (60) days after delivery of the Offer Notice. Similarly, if a third party (who is not an affiliate of Playa) approaches Playa during the Development Term with a proposed offer or arrangement, which Playa desires to accept, under which Playa or its affiliate would manage an all- inclusive resort in the Market Area for that third party, and if that third party has not then already designated a brand under which that all-inclusive resort would operate, then Playa agrees to provide notice to Hyatt and introduce Hyatt to that third party for purposes of enabling Hyatt (at its option) to negotiate for the opportunity to provide that third party franchise rights to brand that resort as a Hyatt All-Inclusive Resort.",Rofr/Rofo/Rofn
"In any action or proceeding between the Parties (including any arbitration proceeding) arising under or with respect to this Agreement or in any manner pertaining to the Hyatt All-Inclusive Resorts or to the relationship of the Parties under this Agreement, each Party hereby unconditionally and irrevocably waives and releases any right, power or privilege either may have to claim or receive from the other Party any punitive or exemplary damages, each Party acknowledging and agreeing that the remedies herein provided and other remedies at law or in equity will in all circumstances be adequate.",Cap On Liability
"THIS AGREEMENT SHALL BE GOVERNED IN ALL RESPECTS, INCLUDING WITHOUT LIMITATION VALIDITY, INTERPRETATION AND EFFECT, BY THE LAWS OF THE STATE OF DELAWARE APPLICABLE TO CONTRACTS EXECUTED AND TO BE PERFORMED WHOLLY WITHIN SUCH STATE WITHOUT GIVING EFFECT TO THE CHOICE OF LAW PRINCIPLES OF SUCH STATE.",Governing Law
"Each member of the ValueAct Group agrees that, during the Covered Period, (unless specifically requested in writing by the Company, acting through a resolution of a majority of the Company's directors not including the ValueAct Designee), it shall not, and shall cause each of its Affiliates or Associates (as such terms are defined in Rule 12b-2 promulgated by the SEC under the Exchange Act) (collectively and individually, the ""ValueAct Affiliates,"" provided that no portfolio company of the ValueAct Group shall be deemed a ""ValueAct Affiliate"" so long as such portfolio company (A) has not discussed any of the actions set forth in this subsection (a) with the ValueAct Group or the ValueAct Designee, (B) has not received from the ValueAct Group or the ValueAct Designee information concerning the Company or its business, and (C) is not acting at the request of, in coordination with or on behalf of the ValueAct Group or the ValueAct Designee), not to, directly or indirectly, in any manner, alone or in concert with others:<omitted>(ix) disparage or cause to be disparaged the Company or Affiliates thereof, any of its current or former officers, or directors;",Non-Disparagement
"This Agreement is solely for the benefit of the parties hereto and is not binding upon or enforceable by any other persons No party to this Agreement may assign its rights or delegate its obligations under this Agreement, whether by operation of law or otherwise, and any assignment in contravention hereof shall be null and void.",Anti-Assignment
"This Agreement shall be exclusively governed by and construed in accordance with the laws of the State of New York, USA without regard to its conflict of laws provisions.",Governing Law
"The Parties acknowledge that nothing in this Agreement shall limit or restrict XENCOR, itself or with or through any third party, from developing and using any process (except for the Process) for the manufacture of any of its products, including the Product, provided that no BII Confidential Information and Know-How is used and XENCOR adheres to its confidentiality and non-use obligations hereunder and complies with the ownership of intellectual property and Improvements as set forth in Section 8 below.",Competitive Restriction Exception
"Subject to XENCOR's adherence to the obligations under this Agreement, BII hereby grants XENCOR a worldwide, irrevocable, exclusive, sublicensable and royalty free license to use the Process and all reasonably necessary related BII Confidential Information and Know- How, BII Technology and BII Intellectual Property for the sole purpose of making and having made the Product; provided that such license shall become effective only upon complete payment of the Technology Access Fee, as applicable.",Exclusivity
"In addition, if BI has exercised its first right of negotiation in Section 5.2.2.a, XENCOR hereby grants and will make an eventual Business Partner do so, BII a first right to negotiate to manufacture and supply commercial Product as Principal Supplier for a period up to the [...***...], starting with the first commercial launch of the Product. If BII provides written notice of its exercise of the first right to negotiate within such [...***...] period but BII and XENCOR (or its Business Partner) do not enter into such a contract manufacturing agreement within the Clinical Negotiation Period, XENCOR and any Business Partner shall be free to enter into one or more agreements with third parties for the manufacture and supply of Product for use in Phase 2 and 3 clinical trials (which may include an agreement for any Business Partner or its affiliate to manufacture and supply Product for clinical trials), provided that the supply price for Product is no more than [...***...] percent ([...***...]%) of the clinical supply price of Product last proposed by BII during the negotiations between the Parties (or BII and the Business Partner). In the event that BII elects not to exercise its first right of negotiation described in Section 5.2.2.a or 5.2.2.b, or, despite their commercially reasonably efforts and good faith negotiations the Parties (or BII and the Business Partner) are unable to agree upon a manufacturing agreement within the Clinical Negotiation Period or, Commercial Negotiation Period, as applicable; and/or XENCOR (and/or XENCOR's Business Partner) wishes to use the Process outside the terms and conditions set forth in a contract manufacturing agreement with BII, BII shall transfer the Process in accordance with Section 5.2.3 below. XENCOR shall provide BII written notice (i) of the completion of the Phase 1 clinical trials of the Product, which notice shall include reasonable documentation of the results of such Phase 1 clinical trials of the Product or (ii) that XENCOR has entered into an agreement with at least one Business Partner, whichever of (i) and (ii) occurs earlier. If the supply price for Product proposed by a third party (which may include a Business Partner or its affiliate) is more than [...***...] percent ([...***...]%) of the commercial supply price of Product last proposed by BII during the negotiations between the Parties (or BII and the Business Partner), XENCOR (or its Business Partner) shall provide written notice to BII that XENCOR (and its Business Partner) will accept the commercial supply price last proposed by BII, and BII and XENCOR (or its Business Partner) will enter into a contract manufacturing agreement reflecting such commercial supply price; provided that, if BII does not agree to enter into such contract manufacturing agreement within [...***...] after such written notice, XENCOR (or its Business Partner) shall be free to enter into an agreement with a third party (which may include an agreement for any Business Partner or its affiliate to manufacture and supply Product). If the supply price for Product proposed by a third party (which may include a Business Partner or its affiliate) is more than [...***...] percent ([...***...]%) of the clinical supply price of Product last proposed by BII during the negotiations between the Parties (or BII and the Business Partner) , XENCOR (or its Business Partner) shall provide written notice to BII that XENCOR (and its Business Partner) will accept the clinical supply price last proposed by BII, and BII and XENCOR (or its Business Partner) will enter into a contract manufacturing agreement reflecting such clinical supply price; provided that, if BII does not agree to enter into such contract<omitted>manufacturing agreement within [...***...] after such written notice, XENCOR (or its Business Partner) shall be free to enter into an agreement with a third party (or an agreement for the Business Partner or its affiliate to manufacture and supply Product). If BII does not provide written notice of its exercise of the first right to negotiate within such [...***...] period, XENCOR and any Business Partner shall be free to enter into one or more agreements with third parties for the manufacture and supply of commercial Product (which may include an agreement for any Business Partner or its affiliate to manufacture and supply commercial Product). If BII provides written notice of its exercise of the first right to negotiate within such [...***...] period but BII and XENCOR (or its Business Partner) do not enter into such a contract manufacturing agreement within the Commercial Negotiation Period, XENCOR and any Business Partner shall be free to enter into one or more agreements with third parties for the manufacture and supply, of commercial Product (which may include an agreement for any Business Partner or its affiliate to manufacture and supply commercial Product); provided that the supply price for Product is no more than [...***...] percent ([...***...]%) of the commercial supply price of Product last proposed by BII during the negotiations between the Parties (or BII and the Business Partner). If BII does not provide written notice of its exercise of the first right to negotiate within such [...***...] period, XENCOR and any Business Partner shall be free to enter into one or more agreements with third parties for the manufacture and supply of Product for use in Phase 2 and 3 clinical trials In addition, no Technology Access Fee shall be due or payable in connection with XENCOR's election to use or have used (e.g. by a Business Partner) the Process if (i) BII does not exercise its first right to negotiate under either Section 5.2.2.a or 5.2.2.b, (ii) BII exercises its first right to negotiate but demands a supply price for clinical/commercial supply of Product that exceeds the bid price for the clinical/ commercial supply of Product of a comparable quantity and quality by a third party biopharmaceutical CMO of comparable size and respective activities to BII and with registered headquarters in the Major Territories, or (iii) XENCOR (or its Business Partner) has entered into a contract manufacturing agreement with BII, but BII is not able to supply XENCOR and its Business Partners [...***...] of the Product required. The rights set forth in Section 5.2.2.a and b shall automatically terminate if BII does not produce a viable Process for manufacture of Product as evidenced by failure to produce cGMP Product within a timeframe reasonably and customary in the biopharmaceutical industry for companies of comparable size and the respective activities. If BII provides XENCOR written notice of its exercise of the first right to negotiate within [...***...] after receipt of such written notice from XENCOR, then for a period of [...***...] following such written notice, or such longer period as agreed in writing by BII and XENCOR (or its Business Partner) (the ""Commercial Negotiation Period""), XENCOR (or its Business Partner) and BII will negotiate in good faith an agreement for the manufacture and supply of commercial Product as Principal Supplier, at market rate terms and conditions common for the contract manufacture of monoclonal antibodies within the contract manufacturing industry to be mutually agreed in writing by the Parties. The right set forth in Section 5.2.2.b shall automatically terminate if BII does not exercise the first right of negotiation set forth in Section 5.2.2.a. In both cases set forth above, in Section 5.2.2.a. and b., if BII exercises its first right of negotiation, BII and XENCOR (and/or its Business Partner, as applicable) will negotiate in good faith a respective contract manufacturing agreement based on the market rate<omitted>terms and conditions common for the contract manufacture of monoclonal antibodies within the contract manufacturing industry, it being understood that any such contract manufacturing agreement would provide for Technology transfer, payment of the Technology Access Fee (if applicable), and other terms set forth in Sections 5.2.3, 5.2.4 and 5.2.5 below. XENCOR shall provide BII written notice (i) of the decision to have the Product manufactured at a commercial scale and to launch the Product commercially or (ii) that XENCOR has entered into an agreement with at least one Business Partner, whichever of (i) and (ii) occurs earlier. XENCOR hereby grants and will make an eventual Business Partner do so, BII a first right to negotiate to manufacture and supply Product for use in Phase 2 and 3 clinical trials. All of BII's rights of negotiation set forth in this Secti6n 5.2.2 shall terminate upon payment of the Technology Access Fee by XENCOR. If BII provides XENCOR written notice of its exercise of the first right to negotiate within [...***...] after receipt of such written notice from XENCOR, then for a period of [...***...] following such written notice from BII or such longer period as agreed in writing by BII and XENCOR (or its Business Partner) (the ""Clinical Negotiation Period""), XENCOR (or its Business Partner) and BII will negotiate in good faith an agreement for the manufacture and supply of Product for use in Phase 2 and 3 clinical trials, at market rate terms and conditions common for the contract manufacture of monoclonal antibodies within the contract manufacturing industry, to be mutually agreed in writing by the Parties.",Rofr/Rofo/Rofn
"This Agreement shall not be assignable by either Party, except with the written consent of the other Party hereto; provided, however, that either Party may assign this Agreement without the other Party's consent to an acquiring party in connection with the transfer or sale of all or substantially all of the business of such Party to which this Agreement relates to such acquiring party, whether by merger, sale of stock, sale of assets or otherwise, provided that in the event of such a sale or transfer (whether this Agreement is actually assigned or is assumed by the acquiring party by operation of law (e.g,. in the context of a reverse triangular merger)).",Anti-Assignment
"BII shall provide reasonable assistance to XENCOR for any action which may be necessary to assign or otherwise transfer any rights to XENCOR Intellectual Property contemplated by this Section 8.2.1. Improvements that (i) relate specifically to BII Confidential Information and Know-How, and (ii) do not relate to XENCOR Confidential Information and Know­How (collectively, ""BII Intellectual Property"") will be exclusively owned by BII, and BII shall control patent prosecution and maintenance thereof. BII (on behalf of itself and its Affiliated Companies) agrees to assign and hereby assigns to XENCOR all right title and interest it may have in any XENCOR Intellectual Property XENCOR shall provide reasonable assistance to BII for any action which may be necessary to assign or otherwise transfer such rights to BII Intellectual Property contemplated by this Section 8.2.2. Improvements that (i) relate specifically to XENCOR Confidential Information and Know-How and/or the Product (or any modification, derivative or fragment thereof), and (ii) do not relate to BII Confidential Information and Know­How (collectively, ""XENCOR Intellectual Property""), will be exclusively owned by XENCOR and XENCOR shall control patent prosecution and maintenance thereof. BII shall have the first right to prosecute and maintain patent rights within the Other Improvements, at its expense, provided that if BII elects not to prosecute or maintain an Other Improvement it shall provide written notice to XENCOR, and XENCOR may elect to take over responsibility for prosecution and maintenance of such Other Improvement, at its own expense, by providing written notice to BII, in which case all rights to such Other Improvement shall be assigned to XENCOR. XENCOR agrees to assign and hereby assigns to BII all right title and interest it may have in any BII Intellectual Property.",Ip Ownership Assignment
"Any Improvements that are neither XENCOR Intellectual Property nor BII Intellectual Property shall be defined as ""Other Improvements"" and shall be jointly owned by BII and XENCOR, with the Parties entitled to practice the same as joint owners, without duty of accounting to the other Party and with the right to license to others without consent of the other Party. Each Party agrees to assign and hereby assigns to the other Party such right title and interest it may have in any Other Improvements as necessary to effect joint ownership of the Other Improvements by BII and XENCOR. Each Party shall provide reasonable assistance for any action which may be necessary to assign or otherwise transfer such rights to Other Improvements to Parties as joint owners",Joint Ip Ownership
"XENCOR hereby grants to BII and BII herewith accepts a non exclusive, worldwide, irrevocable, sublicensable (in several cascades), perpetual, royalty-free/fully paid up license under the XENCOR Intellectual Property to the extent it is generally applicable to the manufacturing of biopharmaceutical products, handling<omitted>of cell lines and/or development of manufacturing processes, to use such XENCOR Intellectual Property in for the manufacture of biopharmaceutical products, handling of cell lines and/or development of manufacturing processes, but excluding any use with respect to the Product (or any modification, derivative or fragment thereof). Subject to XENCOR's adherence to the obligations under this Agreement, BII hereby grants XENCOR a worldwide, irrevocable, exclusive, sublicensable and royalty free license to use the Process and all reasonably necessary related BII Confidential Information and Know- How, BII Technology and BII Intellectual Property for the sole purpose of making and having made the Product; provided that such license shall become effective only upon complete payment of the Technology Access Fee, as applicable. In the event that XENCOR pays the Technology Access Fee set forth above, XENCOR shall have the right to use or have used (e.g. by a Business Partner) the Process worldwide for the manufacture of Product in accordance with the terms and conditions of this Agreement, without entering into a contract manufacturing agreement with BII. BII grants to XENCOR the license set forth in Section 5.2.5 as provided therein. During the term of this Agreement, XENCOR hereby grants to BII and BII hereby accepts for the purpose of pursuing the Project a non-exclusive, non-sub-licensable (except to Affiliated Companies), royalty-free, license to use the XENCOR Confidential Information and Know-How, the Material, the XENCOR Intellectual Property and/or any part of the Other Improvements for the sole purpose to develop the Process, and for the manufacturing of the Product for clinical purposes in accordance with this Agreement Subject to XENCOR's confidentiality and non-use obligations hereunder and without affecting the ownership of Improvements as set forth in Section 8, BII hereby grants to XENCOR a non-exclusive, worldwide license to use and reproduce all such summaries and/or reports for all uses in connection with development activities relating to Product that do not involve manufacturing of Product (e.g., formulation work, toxicology studies or the development of a manufacturing process), regulatory activities relating to the Product and, to the extent necessary, any commercial activities relating to the Product, which XENCOR may sublicense in connection with any license of rights to the Product.",License Grant
"During the term of this Agreement, XENCOR hereby grants to BII and BII hereby accepts for the purpose of pursuing the Project a non-exclusive, non-sub-licensable (except to Affiliated Companies), royalty-free, license to use the XENCOR Confidential Information and Know-How, the Material, the XENCOR Intellectual Property and/or any part of the Other Improvements for the sole purpose to develop the Process, and for the manufacturing of the Product for clinical purposes in accordance with this Agreement.",Non-Transferable License
"In the event that XENCOR pays the Technology Access Fee set forth above, XENCOR shall have the right to use or have used (e.g. by a Business Partner) the Process worldwide for the manufacture of Product in accordance with the terms and conditions of this Agreement, without entering into a contract manufacturing agreement with BII",Affiliate License-Licensee
"XENCOR hereby grants to BII and BII herewith accepts a non exclusive, worldwide, irrevocable, sublicensable (in several cascades), perpetual, royalty-free/fully paid up license under the XENCOR Intellectual Property to the extent it is generally applicable to the manufacturing of biopharmaceutical products, handling<omitted>of cell lines and/or development of manufacturing processes, to use such XENCOR Intellectual Property in for the manufacture of biopharmaceutical products, handling of cell lines and/or development of manufacturing processes, but excluding any use with respect to the Product (or any modification, derivative or fragment thereof). Subject to XENCOR's adherence to the obligations under this Agreement, BII hereby grants XENCOR a worldwide, irrevocable, exclusive, sublicensable and royalty free license to use the Process and all reasonably necessary related BII Confidential Information and Know- How, BII Technology and BII Intellectual Property for the sole purpose of making and having made the Product; provided that such license shall become effective only upon complete payment of the Technology Access Fee, as applicable.",Irrevocable Or Perpetual License
